Chrom	Start	End	GeneID	GeneName
7	141216077	141364209	55750	AGK
7	141346527	141436953	57189	KIAA1147
7	141373152	141441071	494551	WEE2
7	141403120	141460288	6742	SSBP1
7	141428896	141474997	50831	TAS2R3
7	141443288	141489188	50832	TAS2R4
7	141455016	141501166	54429	TAS2R5
7	141526077	141576221	136242	PRSS37
7	141583675	141629620	130075	OR9A4
7	141617156	141681807	23601	CLEC5A
7	141660678	141816547	8972	MGAM
7	141662430	141708573	5726	TAS2R38
7	141776548	141932124	93432	LOC93432
7	141941957	141992878	136541	PRSS58
7	142339130	142385525	100463482	MTRNR2L6
7	142422318	142470927	5644	PRSS1
7	142517775	142578847	2051	EPHB6
7	142558955	142618490	55503	TRPV6
7	142595266	142665820	56302	TRPV5
7	142601602	142647957	135927	C7orf34
7	142628200	142694503	3792	KEL
7	142713286	142759219	135924	OR9A2
7	142714437	142760379	346517	OR6V1
7	142794173	142846834	5304	PIP
7	142845511	142891528	259285	TAS2R39
7	142884171	142930143	259286	TAS2R40
7	142925521	142976222	373156	GSTK1
7	142946991	142995142	135932	TMEM139
7	142950307	143014789	835	CASP2
7	142978218	143059097	1180	CLCN1
7	143040492	143094840	9715	FAM131B
7	143043359	143098206	7791	ZYX
7	143078204	143140985	2041	EPHA1
7	143105545	143151502	338398	TAS2R60
7	143139965	143185889	259287	TAS2R41
7	143233893	143281480	441294	CTAGE15
7	143442181	143489843	340307	CTAGE6
7	143597325	143643279	135948	OR2F2
7	143622019	143668108	26211	OR2F1
7	143666089	143712025	135946	OR6B1
7	143712494	143758430	393046	OR2A5
7	143736312	143782245	392138	OR2A25
7	143757200	143803133	346525	OR2A12
7	143771675	143817632	442361	OR2A2
7	143791205	143837138	135941	OR2A14
7	143873175	143927791	445328	ARHGEF35
7	143945788	143991721	401427	OR2A7
7	143953766	144001877	100142659	CTAGE8
7	144017488	144087725	7984	ARHGEF5
7	144084332	144142320	135935	NOBOX
7	144139033	144568146	27010	TPK1
7	145778452	148128088	26047	CNTNAP2
7	148252656	148322952	202865	C7orf33
7	148360932	148508202	8454	CUL1
7	148494463	148616441	2146	EZH2
7	148690153	148760782	9601	PDIA4
7	148756732	148822869	136051	ZNF786
7	148788507	148890118	57541	ZNF398
7	148789877	148858438	155054	ZNF425
7	148857553	148933339	8427	ZNF282
7	148901741	148962700	7988	ZNF212
7	148924261	148992085	100289678	ZNF783
7	149118453	149193053	27153	ZNF777
7	149159883	149229898	155061	ZNF746
7	149377101	149441664	84626	KRBA1
7	149438130	149541053	23145	SSPO
7	149451452	149505295	168544	ZNF467
7	149500508	149574568	643641	ZNF862
7	149535056	149587801	155066	ATP6V0E2
7	149934300	150055758	653857	ACTR3C
7	149985295	150045245	65999	LRRC61
7	149991937	150039811	113763	ZBED6CL
7	150025406	150073763	5919	RARRES2
7	150030878	150081133	29803	REPIN1
7	150041405	150105719	285971	ZNF775
7	150112717	150186483	155038	GIMAP8
7	150176944	150228161	168537	GIMAP7
7	150229457	150281041	55303	GIMAP4
7	150312463	150364736	474344	GIMAP6
7	150347793	150400728	26157	GIMAP2
7	150378644	150431368	170575	GIMAP1
7	150378644	150450737	100527949	GIMAP1-GIMAP5
7	150399435	150450737	55340	GIMAP5
7	150462853	150512208	55365	TMEM176A
7	150478375	150533448	28959	TMEM176B
7	150514564	150568379	26	AOC1
7	150632043	150710402	3757	KCNH2
7	150653143	150721687	4846	NOS3
7	150690508	150754869	11194	ABCB8
7	150699296	150756586	285973	ATG9B
7	150710378	150759843	9311	ASIC3
7	150720298	150783614	6522	SLC4A2
7	150740898	150790052	1020	CDK5
7	150747917	150851523	116988	AGAP3
7	150763707	150812970	10922	FASTK
7	150768171	150815620	83590	TMUB1
7	150835675	150899635	2636	GBX1
7	150862784	150919919	136371	ASB10
7	150894574	150945913	54480	CHPF2
7	150894922	150959460	10061	ABCF2
7	150926058	151009231	6604	SMARCD3
7	151003846	151085548	51667	NUB1
7	151068206	151142791	349136	WDR86
7	151117055	151172099	155051	CRYGN
7	151153097	151252010	6009	RHEB
7	151243200	151609316	51422	PRKAG2
7	151618463	151727019	168391	GALNTL5
7	151687758	151829432	63917	GALNT11
7	151822009	152168090	58508	KMT2C
7	152333586	152408250	7516	XRCC2
7	152421833	152562464	57180	ACTR3B
7	153549181	154696000	1804	DPP6
7	154725399	154829682	22976	PAXIP1
7	154827033	154889102	3361	HTR5A
7	155054485	155111945	3638	INSIG1
7	155215823	155267526	2020	EN2
7	155283952	155361539	285888	CNPY1
7	155402202	155584179	155435	RBM33
7	155585557	155639967	6469	SHH
7	155720325	155769037	389602	LOC389602
7	156398352	156479820	140545	RNF32
7	156463569	156720902	64327	LMBR1
7	156707416	156775876	64434	NOM1
7	156787546	156838347	3110	MNX1
7	156896654	157072066	9690	UBE3C
7	157094709	157220133	10049	DNAJB6
7	157321749	158415482	5799	PTPRN2
7	158413860	158532522	54892	NCAPG2
7	158513688	158657319	57488	ESYT2
7	158614268	158748883	55112	WDR60
7	158810865	158972649	7434	VIPR2
8	106085	152024	441308	OR4F21
8	147136	207340	169270	ZNF596
8	321807	429875	26260	FBXO25
8	429789	530781	157695	TDRP
8	554736	716239	157697	ERICH1
8	1414531	1666642	9228	DLGAP2
8	1676869	1744736	2055	CLN8
8	1737148	1916807	9639	ARHGEF10
8	1887043	1965109	9920	KBTBD11
8	1958157	2103380	9172	MYOM2
8	2782874	4887328	64478	CSMD1
8	6229112	6511140	79648	MCPH1
8	6347174	6455784	285	ANGPT2
8	6530877	6629021	55326	AGPAT5
8	6656040	6728166	389610	XKR5
8	6718096	6770529	1672	DEFB1
8	6772215	6818598	1671	DEFA6
8	6783341	6830860	1669	DEFA4
8	6863390	6910816	1668	DEFA3
8	6902821	6949261	1670	DEFA5
8	7154908	7201501	401447	USP17L1
8	7159636	7206229	645402	USP17L4
8	7205497	7255490	100131980	ZNF705G
8	7262384	7309354	100289462	DEFB4B
8	7295275	7356192	10407	SPAG11B
8	7670401	7731319	653423	SPAG11A
8	7717086	7764238	1673	DEFB4A
8	7748858	7819935	100132396	ZNF705B
8	7819182	7865775	392188	USP17L8
8	7823914	7870507	645836	USP17L3
8	8165257	8274344	157285	SGK223
8	8524665	8571617	137075	CLDN23
8	8631998	8786131	9258	MFHAS1
8	8825313	8900849	90459	ERI1
8	8983763	9044152	79660	PPP1R3B
8	9378444	9649856	8658	TNKS
8	9876778	10296401	4482	MSRA
8	10348055	10421676	203074	PRSS55
8	10453859	10547617	94137	RP1L1
8	10495146	10568103	203076	C8orf74
8	10571277	10623084	83595	SOX7
8	10612470	10732409	54984	PINX1
8	10743656	11093875	286046	XKR6
8	11106999	11195654	66036	MTMR9
8	11153494	11199695	83650	SLC35G5
8	11268972	11359276	83648	FAM167A
8	11316520	11432108	640	BLK
8	11526716	11627509	2626	GATA4
8	11592171	11654854	252969	NEIL2
8	11618081	11706818	2222	FDFT1
8	11690033	11760646	1508	CTSB
8	11804829	11852099	613209	DEFB135
8	11821445	11867108	613210	DEFB136
8	11840685	11893261	613211	DEFB134
8	11911846	11983025	728957	ZNF705D
8	11979925	12026518	392197	USP17L7
8	11984676	12031269	377630	USP17L2
8	12029612	12086624	85002	FAM86B1
8	12273123	12328852	653333	FAM86B2
8	12569405	12647992	91694	LONRF1
8	12768182	12897284	57604	KIAA1456
8	12930871	13407429	10395	DLC1
8	13389351	13435797	157773	C8orf48
8	13937372	15130792	137868	SGCZ
8	15362595	15634158	7991	TUSC3
8	15955386	16085300	4481	MSR1
8	16840333	16894674	26281	FGF20
8	16849746	16990148	286097	MICU3
8	16978835	17090241	51201	ZDHHC2
8	17069400	17165533	137492	VPS37A
8	17076739	17139387	29883	CNOT7
8	17144305	17306040	9108	MTMR7
8	17319596	17438077	6542	SLC7A2
8	17398941	17510642	5157	PDGFRL
8	17491302	17693426	57509	MTUS1
8	17711899	17788047	2267	FGL1
8	17745365	17897457	5108	PCM1
8	17903924	17977507	427	ASAH1
8	17992970	18091198	9	NAT1
8	18213754	18268723	10	NAT2
8	18374812	18906196	23362	PSD3
8	19136080	19263729	63898	SH2D4A
8	19251671	19575094	55790	CSGALNACT1
8	19639917	19719586	55174	INTS10
8	19761581	19834770	4023	LPL
8	19992365	20075717	6570	SLC18A1
8	20019703	20089207	526	ATP6V1B2
8	20093675	20147803	11178	LZTS1
8	21539529	21681346	2675	GFRA2
8	21742179	21874096	23039	XPO7
8	21756383	21806205	9046	DOK2
8	21846620	21904408	10361	NPM2
8	21865263	21916319	8822	FGF17
8	21876065	21950038	2039	DMTN
8	21911713	21971891	64760	FAM160B2
8	21954382	22001932	79873	NUDT18
8	21961931	22023565	55806	HR
8	21984183	22031991	6440	SFTPC
8	21985532	22034448	80346	REEP4
8	21987652	22079840	649	BMP1
8	21994342	22049344	203190	LGI3
8	22067215	22124851	9796	PHYHIP
8	22067618	22118680	661	POLR3D
8	22097809	22223584	55124	PIWIL2
8	22189761	22301640	23516	SLC39A14
8	22263482	22408657	5533	PPP3CC
8	22374250	22443008	10174	SORBS3
8	22401253	22465538	64236	PDLIM2
8	22422113	22471662	541565	C8orf58
8	22427538	22487983	57805	CCAR2
8	22467946	22561661	55909	BIN3
8	22535173	22585815	1960	EGR3
8	22560764	22820421	157310	PEBP4
8	22809929	22887710	23221	RHOBTB2
8	22867647	22961700	8795	TNFRSF10B
8	22925326	22984950	8794	TNFRSF10C
8	22983100	23056543	8793	TNFRSF10D
8	23038969	23117680	8797	TNFRSF10A
8	23066149	23129512	91782	CHMP7
8	23110604	23163792	203069	R3HCC1
8	23144409	23296722	4017	LOXL2
8	23276664	23350244	9583	ENTPD4
8	23351362	23440063	51312	SLC25A37
8	23526205	23575450	4824	NKX3-1
8	23549963	23599111	137814	NKX2-6
8	23689433	23747320	6781	STC1
8	24116552	24226531	10863	ADAM28
8	24206797	24273526	27299	ADAMDEC1
8	24263508	24377077	8756	ADAM7
8	24736273	24786606	4741	NEFM
8	24798468	24849383	4747	NEFL
8	25007286	25280619	80005	DOCK5
8	25266773	25317556	2796	GNRH1
8	25275363	25350984	54793	KCTD9
8	25281512	25375425	157313	CDCA2
8	25689245	25937640	64641	EBF2
8	26114006	26240195	5520	PPP2R2A
8	26205522	26280644	665	BNIP3L
8	26336708	26525693	1808	DPYSL2
8	26352195	26406483	10687	PNMA2
8	26595666	26757922	148	ADRA1A
8	27082839	27150956	81551	STMN4
8	27132402	27203836	23087	TRIM35
8	27133998	27326908	2185	PTK2B
8	27307277	27371813	1135	CHRNA2
8	27313518	27412439	2053	EPHX2
8	27444433	27507328	1191	CLU
8	27456576	27544286	51435	SCARA3
8	27580832	27665170	55246	CCDC25
8	27597057	27672424	157570	ESCO2
8	27657137	27730612	55872	PBK
8	27717398	27885369	286133	SCARA5
8	27869480	27976388	389643	NUGGC
8	27912747	28058669	55140	ELP3
8	28139648	28210871	5368	PNOC
8	28193101	28278977	55893	ZNF395
8	28275925	28382835	157574	FBXO16
8	28316721	28441785	7976	FZD3
8	28523989	28621207	2137	EXTL3
8	28615174	28782698	55756	INTS9
8	28712910	28920242	79618	HMBOX1
8	28914794	29155610	23303	KIF13B
8	29180578	29243267	1846	DUSP4
8	29910527	29975724	51669	SARAF
8	29917921	30005222	23484	LEPROTL1
8	29978812	30051155	10671	DCTN6
8	29979186	30037200	619373	MBOAT4
8	30207016	30439778	11030	RBPMS
8	30426030	30550738	2961	GTF2E2
8	30461116	30513469	100507341	SMIM18
8	30525579	30620486	2936	GSR
8	30566681	30634520	7993	UBXN8
8	30633125	30705352	5516	PPP2CB
8	30679059	30741533	56154	TEX15
8	30843317	30926231	29942	PURG
8	30855777	31041277	7486	WRN
8	31462267	32632558	3084	NRG1
8	33218343	33365664	84750	FUT10
8	33307684	33368778	84549	MAK16
8	33346026	33405703	80185	TTI2
8	33395271	33459646	79845	RNF122
8	33438853	33492439	78986	DUSP26
8	35057974	35662181	137970	UNC5D
8	36606841	36803643	157855	KCNU1
8	37518268	37567539	80139	ZNF703
8	37559096	37625319	11160	ERLIN2
8	37585100	37647286	11212	PROSC
8	37619400	37711504	25960	GPR124
8	37691397	37742431	55290	BRF2
8	37706464	37792015	80223	RAB11FIP1
8	37781799	37832647	137362	GOT1L1
8	37810513	37859184	155	ADRB3
8	37853019	37927883	1978	EIF4EBP1
8	37928010	38007598	9070	ASH2L
8	37990217	38043600	6770	STAR
8	37999105	38080819	9530	BAG4
8	38010838	38069248	27257	LSM1
8	38054008	38130287	23259	DDHD2
8	38110649	38161738	84513	PPAPDC1B
8	38122560	38274790	54904	WHSC1L1
8	38208958	38277042	137994	LETM2
8	38258655	38361352	2260	FGFR1
8	38358351	38421180	389649	C8orf86
8	38550703	38720546	6867	TACC1
8	38723752	38841430	59339	PLEKHA2
8	38796667	38856181	203100	HTRA4
8	38819504	38972779	8754	ADAM9
8	38836326	38889041	83877	TM2D2
8	38930049	39152436	203102	ADAM32
8	39407086	39597583	8749	ADAM18
8	39591254	39730808	2515	ADAM2
8	39736327	39796309	3620	IDO1
8	39757473	39883910	169355	IDO2
8	39975986	40022827	56892	C8orf4
8	40378110	40790343	79698	ZMAT4
8	41109475	41201990	6422	SFRP1
8	41313080	41378499	51125	GOLGA7
8	41351724	41412565	84296	GINS4
8	41400706	41492520	137964	AGPAT6
8	41493828	41539878	157848	NKX6-3
8	41500743	41789280	286	ANK1
8	41776996	41944505	7994	KAT6A
8	41975463	42038701	10947	AP3M2
8	42022235	42100194	5327	PLAT
8	42093819	42200171	3551	IKBKB
8	42160972	42239331	5423	POLB
8	42214278	42273455	7419	VDAC3
8	42221585	42269674	27121	DKK4
8	42263979	42432356	6575	SLC20A2
8	42361297	42418140	114926	SMIM19
8	42517561	42602209	1142	CHRNB3
8	42597779	42658929	8973	CHRNA6
8	42681816	42733474	55145	THAP1
8	42694779	42786866	81790	RNF170
8	42717032	42895682	84376	HOOK3
8	42876441	42950932	2339	FNTA
8	42913648	42988323	84197	POMK
8	42960591	43067970	138050	HGSNAT
8	43112584	43228328	340441	POTEA
8	48138469	48658563	23514	SPIDR
8	48639475	48685726	1052	CEBPD
8	48675668	48907743	5591	PRKDC
8	48837762	48900719	4173	MCM4
8	48885994	48984454	7336	UBE2V2
8	49617473	49682870	79645	EFCAB1
8	49820238	49868999	6591	SNAI2
8	49931894	49998642	492307	C8orf22
8	50787348	51716678	54212	SNTG1
8	52222136	52757005	137902	PXDNL
8	52720134	52846746	115294	PCMTD1
8	53013391	53357439	9705	ST18
8	53436596	53513021	389658	FAM150A
8	53525017	53662026	9821	RB1CC1
8	53817467	53863454	2831	NPBWR1
8	54128275	54199257	4986	OPRK1
8	54618102	54790871	51606	ATP6V1H
8	54729367	54881864	8601	RGS20
8	54869113	54970016	6917	TCEA1
8	54948926	55049577	10434	LYPLA1
8	55012780	55071074	29088	MRPL15
8	55335494	55383456	64321	SOX17
8	55493626	55553394	6101	RP1
8	55980016	56448710	114786	XKR4
8	56641302	56720966	137695	TMEM68
8	56650790	56748005	96764	TGS1
8	56757385	56935006	4067	LYN
8	56970738	57022140	6224	RPS20
8	57015500	57061541	4342	MOS
8	57063467	57158859	5324	PLAG1
8	57089314	57141176	79145	CHCHD7
8	57202569	57268241	195814	SDR16C5
8	57343512	57394282	5179	PENK
8	57860487	57941430	54928	IMPAD1
8	58872112	59072277	90362	FAM110B
8	59288822	59374060	137886	UBXN2B
8	59392736	59447720	1581	CYP7A1
8	59430727	59505419	6386	SDCBP
8	59486063	59607404	8439	NSMAF
8	59707976	60066767	9760	TOX
8	61091422	61228954	767	CA8
8	61394468	61546203	5862	RAB2A
8	61556323	61790586	55636	CHD7
8	62165524	62424204	157807	CLVS1
8	62403114	62662199	444	ASPH
8	63126500	63913628	286183	NKAIN3
8	63917638	63986610	8836	GGH
8	63962047	64033612	7274	TTPA
8	64046111	64135346	253943	YTHDF3
8	65457794	65506191	27319	BHLHE22
8	65498528	65746348	9420	CYP7B1
8	66504690	66581452	55156	ARMC1
8	66521887	66632798	9650	MTFR1
8	66616568	66788969	5150	PDE7A
8	66898790	67022755	85479	DNAJC5B
8	67004277	67097718	84675	TRIM55
8	67078611	67125846	1392	CRH
8	67306262	67352968	23212	RRS1
8	67309717	67391044	137872	ADHFE1
8	67370490	67440759	254778	C8orf46
8	67464409	67560484	4603	MYBL1
8	67532487	67614452	80124	VCPIP1
8	67544786	67603377	56260	C8orf44
8	67544786	67784257	100533105	C8orf44-SGK3
8	67589652	67784257	23678	SGK3
8	67747983	67844283	157777	MCMDC2
8	67848735	67909825	100129654	TCF24
8	67890366	67975786	286187	PPP1R42
8	67941602	68118849	79848	CSPP1
8	67945314	68009562	10987	COPS5
8	68099883	68290912	10565	ARFGEF1
8	68324404	68693620	57094	CPA6
8	68829602	69153897	80243	PREX2
8	69207956	69741258	116328	C8orf34
8	70343858	70583147	23213	SULF1
8	70574567	70782299	81796	SLCO5A1
8	70953885	71018562	63978	PRDM14
8	71014266	71351020	10499	NCOA2
8	71475452	71555694	23471	TRAM1
8	71539500	71616447	51110	LACTB2
8	71546599	71658177	389668	XKR9
8	72099667	72309467	2138	EYA1
8	72743776	72791731	9242	MSC
8	72923485	73022819	8989	TRPA1
8	73414625	73860584	9312	KCNB2
8	73886096	73969987	7013	TERF1
8	73966777	74040507	157869	SBSPON
8	74143658	74206737	100130301	C8orf89
8	74171836	74247520	157506	RDH10
8	74192873	74240869	6129	RPL7
8	74322603	74694943	27067	STAU2
8	74682331	74826145	55284	UBE2W
8	74847372	74919522	6921	TCEB1
8	74853376	74905018	54968	TMEM70
8	74868563	74951307	23643	LY96
8	75136938	75268562	56704	JPH1
8	75227617	75289335	54332	GDAP1
8	75701771	75777264	51050	PI15
8	75861707	75956793	83690	CRISPLD1
8	76417202	76489061	3174	HNF4G
8	77558514	77789521	79776	ZFHX4
8	77882493	77948280	5828	PEX2
8	79393335	79527502	5569	PKIA
8	79543281	79641997	51101	ZC2HC1A
8	79635006	79752758	3574	IL7
8	80488048	80588410	11075	STMN2
8	80666244	80715098	23462	HEY1
8	80821094	80977506	28957	MRPS28
8	80937102	81118894	7163	TPD52
8	81362853	81448500	65986	ZBTB10
8	81530685	81822016	619279	ZNF704
8	81870045	82059303	55824	PAG1
8	82157717	82207012	2171	FABP5
8	82342563	82394719	5375	PMP2
8	82360617	82408758	646480	FABP9
8	82380731	82430473	2167	FABP4
8	82427280	82478550	646486	FABP12
8	82559150	82633589	3612	IMPA1
8	82595890	82642207	347051	SLC10A5
8	82603565	82668539	79752	ZFAND1
8	82609687	82681748	92421	CHMP4C
8	82701817	82789521	64089	SNX16
8	85060452	85844078	138046	RALYL
8	85984322	86068314	85444	LRRCC1
8	86054618	86136753	1875	E2F5
8	86116287	86167651	401466	C8orf59
8	86122715	86206302	377677	CA13
8	86230457	86325383	759	CA1
8	86316055	86371267	761	CA3
8	86341130	86403721	760	CA2
8	87050690	87116851	85481	PSKH2
8	87076138	87176454	245972	ATP6V0D2
8	87216287	87277604	157724	SLC7A13
8	87319993	87490178	11059	WWP1
8	87474577	87556009	51115	RMDN1
8	87491655	87583726	8895	CPNE3
8	87576162	87790903	54714	CNGB3
8	87843675	88404955	168975	CNBD1
8	88872970	88921296	138009	DCAF4L2
8	89039459	89374717	4325	MMP16
8	90734974	90813292	8767	RIPK2
8	90879095	90950095	734	OSGIN2
8	90935563	91031899	4683	NBN
8	90978579	91074227	1666	DECR1
8	91060835	91130109	793	CALB1
8	91624222	91693133	169200	TMEM64
8	91768920	91981630	64168	NECAB1
8	91960705	92032485	100127983	C8orf88
8	91996501	92088203	55529	TMEM55A
8	92047423	92109323	51633	OTUD6B
8	92079846	92241464	100130742	LRRC69
8	92186721	92420382	115111	SLC26A7
8	92957194	93150454	862	RUNX1T1
8	93885757	94013372	286144	TRIQK
8	94136323	94214079	389676	C8orf87
8	94677734	94751478	137392	FAM92A1
8	94732071	94840347	91147	TMEM67
8	94733730	94788224	389677	RBM12B
8	94894082	94948296	54704	PDP1
8	95129393	95264531	1015	CDH17
8	95251484	95309547	2669	GEM
8	95374187	95522343	25788	RAD54B
8	95429939	95484180	100861412	FSBP
8	95490004	95600746	25962	KIAA1429
8	95618363	95729694	54845	ESRP1
8	95697102	95816076	286148	DPY19L4
8	95800517	95902721	55656	INTS8
8	95882452	95942482	9134	CCNE2
8	95928199	95996615	94241	TP53INP1
8	96002213	96080944	137682	NDUFAF6
8	96110948	96178913	79666	PLEKHF2
8	96247140	96316462	157657	C8orf37
8	97144557	97208020	392255	GDF6
8	97228903	97282862	7381	UQCRB
8	97239113	97356779	9791	PTDSS1
8	97241625	97308841	51001	MTERF3
8	97470881	97634037	6383	SDC2
8	97622454	98165731	10404	CPQ
8	98275713	98325176	85453	TSPYL5
8	98621406	98752488	92140	MTDH
8	98752808	98874830	55353	LAPTM4B
8	98846310	99058946	4147	MATN2
8	99041749	99115838	203111	ERICH5
8	99043937	99092818	6156	RPL30
8	99094520	99182069	10940	POP1
8	99104566	99164418	10247	HRSP12
8	99194386	99341621	79815	NIPAL2
8	99404249	99453023	3788	KCNS2
8	99456858	99989799	6788	STK3
8	99921630	99974332	116039	OSR2
8	99990493	100899814	157680	VPS13B
8	100880222	100941242	1345	COX6C
8	100963165	101153344	26166	RGS22
8	101127838	101176230	5440	POLR2K
8	101135262	101264132	6674	SPAG1
8	101135587	101193099	286151	FBXO43
8	101259286	101383446	25897	RNF19A
8	101511979	101607014	157567	ANKRD46
8	101575111	101696893	169166	SNX31
8	101705143	101769315	26986	PABPC1
8	101920803	102000623	7534	YWHAZ
8	102199265	102253292	51123	ZNF706
8	102469667	102691952	79977	GRHL2
8	102688769	103172135	83988	NCALD
8	103206728	103286346	50484	RRM2B
8	103254501	103459917	51366	UBR5
8	103528847	103583245	4956	ODF1
8	103651004	103703130	7071	KLF10
8	103828529	103911428	51582	AZIN1
8	103998247	104095285	528	ATP6V1C1
8	104117920	104252533	79870	BAALC
8	104275660	104355094	8323	FZD6
8	104348742	104405232	115908	CTHRC1
8	104391941	104465680	25879	DCAF13
8	104400865	104462563	81034	SLC25A32
8	104477975	105276656	9699	RIMS2
8	105317023	105378917	81501	DCSTAMP
8	105381651	105514277	1807	DPYS
8	105491458	105636252	29967	LRP12
8	106296146	106826767	23414	ZFPM2
8	107247405	107774921	55074	OXR1
8	107761710	107817472	137735	ABRA
8	108251709	108545254	284	ANGPT1
8	108901543	109130913	340419	RSPO2
8	109203971	109295959	3646	EIF3E
8	109420852	109509136	9694	EMC2
8	109785345	109834770	157753	TMEM74
8	110064652	110141812	7201	TRHR
8	110243147	110381350	84955	NUDCD1
8	110311551	110368189	56943	ENY2
8	110339705	110553500	93035	PKHD1L1
8	110516928	110588225	9166	EBAG9
8	110576404	110739020	55638	SYBU
8	110969232	111021959	27012	KCNV1
8	113225158	114484242	114788	CSMD3
8	116410723	116716255	7227	TRPS1
8	117647054	117803062	8667	EIF3H
8	117743741	117796921	84294	UTP23
8	117848172	117922105	5885	RAD21
8	117915463	117966239	441376	AARD
8	117927511	118198953	169026	SLC30A8
8	118497951	118562501	90390	MED30
8	118801601	119159058	2131	EXT1
8	119191694	119669184	401474	SAMD12
8	119925795	119999383	4982	TNFRSF11B
8	120044423	120129202	10584	COLEC10
8	120185609	120267914	114569	MAL2
8	120393551	120446678	4856	NOV
8	120559316	120686106	5168	ENPP2
8	120733013	120880074	6873	TAF2
8	120836180	120903170	79075	DSCC1
8	120850894	121073157	64798	DEPTOR
8	121102346	121394273	7373	COL14A1
8	121398082	121492647	28998	MRPL13
8	121422637	121545875	27085	MTBP
8	121537984	121859309	6641	SNTB1
8	122615270	122688630	3037	HAS2
8	123758900	123996755	22882	ZHX2
8	124015403	124089663	79139	DERL1
8	124049919	124174392	93594	TBC1D31
8	124156286	124232319	84985	FAM83A
8	124222195	124288638	84933	C8orf76
8	124228428	124321727	100533106	ZHX1-C8orf76
8	124250689	124321727	11244	ZHX1
8	124322090	124443705	29028	ATAD2
8	124393964	124464480	55093	WDYHV1
8	124500126	124588493	114907	FBXO32
8	124647914	124700190	340359	KLHL38
8	124683033	124784647	312	ANXA13
8	124745881	124837690	157769	FAM91A1
8	124829226	125142302	654463	FER1L6
8	125313158	125419940	157378	TMEM65
8	125428047	125475266	55039	TRMT12
8	125452007	125510859	11236	RNF139
8	125490734	125586329	83940	TATDN1
8	125516342	125572227	4715	NDUFB9
8	125553010	125775748	9788	MTSS1
8	125950538	126001630	137209	ZNF572
8	125975719	126044525	6713	SQLE
8	126026502	126139061	9897	KIAA0196
8	126069082	126389367	286053	NSMCE2
8	126407562	126460647	10221	TRIB1
8	127554682	127605711	157638	FAM84B
8	128392856	128439441	5462	POU5F1B
8	128713314	128763680	4609	MYC
8	130750441	130834134	56169	GSDMC
8	130841838	130987118	51571	FAM49B
8	131054350	131490906	50807	ASAP1
8	131782546	132087835	114	ADCY8
8	132881355	133035886	23167	EFR3A
8	133026466	133106627	729330	OC90
8	133063732	133152512	10086	HHLA1
8	133123104	133528004	3786	KCNQ3
8	133574200	133722863	23639	LRRC6
8	133712191	133807914	137835	TMEM71
8	133752603	133871052	51105	PHF20L1
8	133844204	134157143	7038	TG
8	134038972	134150310	6503	SLA
8	134168281	134253932	8840	WISP1
8	134239413	134344547	10397	NDRG1
8	134457090	134619183	6482	ST3GAL1
8	135480030	135760292	57623	ZFAT
8	136434715	136669848	10656	KHDRBS3
8	139132265	139544065	51059	FAM135B
8	139590477	139961249	169044	COL22A1
8	140619364	140750299	51305	KCNK9
8	140732585	141503678	83696	TRAPPC9
8	141486396	141537252	54108	CHRAC1
8	141531263	141680646	27161	AGO2
8	141658480	142046412	5747	PTK2
8	142103719	142215900	22898	DENND3
8	142207264	142299728	57210	SLC45A4
8	142356586	142412365	2843	GPR20
8	142396487	142452554	11156	PTP4A3
8	142433928	142552330	389690	MROH5
8	143283440	143519610	203062	TSNARE1
8	143510376	143636368	575	BAI1
8	143682404	143730833	23237	ARC
8	143726873	143774145	8000	PSCA
8	143728873	143786412	8629	JRK
8	143746528	143795584	54742	LY6K
8	143773620	143828350	51337	THEM6
8	143812361	143858829	57152	SLURP1
8	143821627	143868952	137797	LYPD2
8	143835751	143894264	66004	LYNX1
8	143856297	143903008	8581	LY6D
8	143881216	143938262	2765	GML
8	143943772	143996236	1584	CYP11B1
8	143981974	144034259	1585	CYP11B2
8	144064901	144113827	4061	LY6E
8	144085625	144145720	286122	C8orf31
8	144229330	144277053	4062	LY6H
8	144260067	144309044	338328	GPIHBP1
8	144293990	144354875	286128	ZFP41
8	144314606	144369101	2738	GLI4
8	144338558	144392120	79943	ZNF696
8	144381496	144477147	116447	TOP1MT
8	144416024	144476390	114822	RHPN1
8	144500229	144547602	389692	MAFA
8	144509824	144658620	23144	ZC3H3
8	144600556	144655231	79792	GSDMD
8	144638362	144689928	642475	MROH6
8	144645073	144692485	84948	TIGD5
8	144646954	144695521	93100	NAPRT
8	144651866	144714845	1936	EEF1D
8	144676082	144726784	65263	PYCRL
8	144683182	144745900	9831	ZNF623
8	144684787	144734732	7264	TSTA3
8	144731621	144787555	286075	ZNF707
8	144763506	144814633	225689	MAPK15
8	144778863	144825279	100130274	CCDC166
8	144796102	144850914	286077	FAM83H
8	144863089	144932549	23513	SCRIB
8	144888513	144946556	22827	PUF60
8	144905754	144958146	340371	NRBP2
8	144929491	144987632	83481	EPPK1
8	144979314	145085913	5339	PLEC
8	145029225	145077583	2907	GRINA
8	145041319	145095635	84875	PARP10
8	145051581	145112015	375686	SPATC1
8	145096166	145150606	26873	OPLAH
8	145098521	145145551	54512	EXOSC4
8	145102523	145151119	8733	GPAA1
8	145114937	145162430	1537	CYC1
8	145124304	145172515	84232	MAF1
8	145143535	145194140	81858	SHARPIN
8	145167918	145326843	727957	MROH1
